member_name,top_keywords
τσοχατζοπουλος ευαγγελου αποστολος-αθανασιος,"οικονομικ, 1999, προστιθετα, επυεθ, αποθηκευς, ον, λειτουργι, εθνικ, ανανεωσιμ, καταγγειλαμ, ενεργει, συγκεντρωτισμ, εγκρις, διοικητικ, συμβουλι, οικονομι, δε, επιτελει, συμφωνι, κοστιζ"
υψηλαντης αναστασιου βασιλειος-νικολαος,"συναναστροφ, αγωνι, ιατριδ, γακ, κρεμαστιν, εκπροσωπουμ, εχθ, δωδεκανης, ταλαιπωρι, θετουμ, πον, εβαλ, διευκρινις, εθν, ανησυχι, αιγαι, εθες, ελθ, παροντ, καθημεριν"
φαικογλου φαικ αμετ,"επιτρεποντα, μειονοτητ, αναπαντητ, αντιπροσωπ, ειπωθηκ, αντιπροσωπει, αφησουμ, δυνατ, εθνικ"
φαμελλος πετρου σωκρατης,"αερι, ενεργει, χατζηδακ, συνταξ, δε, συνταξιουχ, δημοκρατι, βρουτς, πονα, αυξης, συριζα, υποδομ, ενεργειακ, νερ, δικτυ, διαχωρισμ, ιδιωτικοποιης, δημοσι, δεκατ, εργαζ"
φαρμακη-γκεκη γεωργιου αικατερινη,"τσμεδ, εισφορ, μηχανικ, τε, τριετι, ασφαλιστικ, καλυφθ, χρηματ, ημιαπασχολου, 3986, εκκαθαριστικ, ετεροαπασχολου, μπλοκαρ, βαθ, διπλωματουχ, 25, σημειωματ, εργοδοτικ, κλεισετ, εξοντωτικ"
φαρμακης ιωαννη νικολαος,"φαρμακ, νοσοκομει, ιδιοσκευασματ, λιστ, επικουρικ, εργαζ, γιατρ, ασφαλις, διακοσι, νομοθεσι, αντιβιοτικ, καταλογ, θεραπευτικ, δραστικ, αποκλειστηκ, κριτηρι, θεραπει, ασφαλιστικ, βιβλιογραφικ, οργανισμ"
φιλης αριστοτελη νικολαος,"εκπαιδευς, επαγγελματικ, αναγνωρις, αιτιολογ, προσοντ, σχολει, εκπαιδευτικ, ευρωπαικ, μελ, 4061, κολεγι, φυτευτηκ, δημοσι, υπουλ, προτεραιοτητ, επαγγελματ, 126, μαχ, ενως, διαλυ"
φιλινη κωνσταντινου αννα,"λυρικ, κτηρι, σκην, βιβλιοθηκ, παρκ, υποστηριξω, μητροπολιτικ, φοβ, εθνικ, οπερ, περιοχ, επισκεπτ, χωροθετης, μουσικ, μεγαρ, αθην, οπου, συχν, συμφωνης, αναλογιζομ"
φιλιπποπουλος λεωνιδα αθανασιος,"κοινωνικοασφαλιστικ, προνοι, κοινωνικ, ασφαλιστικ, πινακ, ασφαλις, δαπαν, μειως, αλληλοδιαδοχ, δημοκρατι, κυβερν, ανατιμης, χορ, γκρεμιζ, διαψευς, παντ, δημοσι, υγει, 93, ηγεσι"
φλαμπουραρης γερασιμου αλεξανδρος,"επερωτης, κατατοπιστικ, ακλονητ, επεμεν, δημοκρατι, αβασιμ, αποδειχθηκ, αναδειξ, επαιρν, πραγματικ, πτερυγ, πλην, επισημανω, νε, εκλογ, πισω, σημεριν, απλ, στοιχει"
φλωρακης ιωαννη χαριλαος,"σαμαρ, 4652και, συμπορευθουμ, αποδειχνετα, χωρισατ, δανει, σωστ, διορθωνετ, επανορθως, συζητιοτ, ενεργει, διαπιστωνετ, κανατ, κωλυμ, πληροφορ, επικαλεισθ, τοποθετ, μαθουμ, ομολογω, διμερ"
φλωριδης διαμαντη γεωργιος,"συνεδρι, καθισματ, φορολογι, ελεγκτικ, γυναικ, ενταλματ, διασως, παγκ, εκθες, λα, βρισι, χρ, δαπαν, πασχ, ελληνικ, δημαρχιακ, επενδυς, κοσμ, κερδ, μειως"
φλωρος νικολαου ιωαννης,"γνωμ, θεματ, υποχρεωτικ, συστας, σπουδαιοτητ, αιτιολογ, κοινωνικοοικονομικ, καθοριστ, ζητηθ, σχετιζοντα, γενικ, κοινωνικ, μιλα, τυπικ, εκφραζ, εργασιακ, ασφαλις, διατυπως, φορολογικ, υπουργικ"
φορτσακης πετρου θεοδωρος,"παιδει, ερευνητικ, εκπαιδευς, ερευν, ιδιωτικ, 4310, καθηγητ, αντικει, φοιτητ, σχολει, καταλογισμ, κεντρ, ρυθμις, εσεκ, μετακλης, επιλογ, εντελως, διγλωσς, ελληνογλωσς, ειδικ"
φορτωμας αριστοτελη φιλιππος,"υδατοδρομι, υδροπλαν, επενδυς, υφιστα, νησιωτικ, νησι, πλαισι, απομακρυς, τονιζ, παρον, παραθαλασσι, νομοθετικ, σημαντικ, περιοχ, φυσικ, 2019, στρατηγικ, μικρ, υπουργικ, γραφειοκρατικ"
φουντας νικολαου παρασκευας,"τσιτουριδ, εξατομικευς, ρεκορ, πλειστηριασμ, γιορτιν, καταρριπτοντα, ακολουθησω, αναθεωρησουμ, αγν, αποδωσετ, βοσκοτοπ, εποχιακ, καταγομα, παγετ, μεταφερω, παντα, αγροτικ, μοχθ, απηντης, μονομερ"
φουρας αθανασιου ανδρεας,"πρωτευους, πολιτιστικ, πατρ, πετραλι, πρωθυπουργ, ασχοληθ, βλαβην, διευθυνς, ανηκεστ, λογοτεχν, πλανωντα, βωβ, διοργανωσουμ, βραβει, κωφ, χαρηκ, πολιτισμ, γελα, υποδικ, αταξι"
φουσας γρηγοριου αντωνιος,"λιβαν, κτηνοτροφ, λουτρακι, παπανδρε, ευθυν, καζιν, ανακαλεσατ, επικαλεσθηκατ, δωδων, ανησυχ, κολιοκωστ, παραγνωριζω, βιομηχανι, νης, ομορρυθμ, συμβουλ, ηπειρωτ, ποινικ, πιστευετ, γελα"
φραγγιδης σταυρου γεωργιος,"αεροδιακομιδ, αεροσκαφ, δωρ, υγει, νιαρχ, δωρε, εκαβ, σταυρ, κρις, αναγκ, υγειονομικ, εκτακτ, ελικοπτερ, παραλαβ, 30, πολεμικ, αεροπορι, 2020, χρης, πρωτοβουλι"
φραγκος αναστασιου δημητριος,"91, 1991, ακολουθ, κατεθες, φεβρουαρι, δοθηκ, αναφορ, αθην, ζητ, γυθει, καρδιτς, σχετικ, κοινοτητ, απαντης, κυθηρ, πληροφορουμ, ειδικ, οικονομικ, αποφας, τρικαλ"
φωλιας σωτηριου χρηστος,"ενεργειακ, επιχειρης, μετρ, σαραντα, αγορ, δρας, αισχροκερδει, ελλαδ, οφελ, μικρ, τεδμ, ακριβ, αυξης, παιζ, δημιουργι, κοστολογ, τοπ, διαβεβαιωσω, επιχειρηματικοτητ, συγκρατηστ"
φωτιαδης γεωργιου παναγιωτης,"ολικως, μερικως, ανικαν, εργασι, εξυπακουετα, εικοστ, ασθενει, ατυχηματ, πλεονασμ, αλλως, μισθωτ, ικ, κριθ, μιλαω, ουτως, εργατικ, προνοι, οριστικ, πεμπτ, κλπ"
φωτιαδης δημοσθενη αποστολος,"τελωνειακ, χρηματιστηρι, αυτοδιοικης, κωδικ, αρμοδιοτητ, θρακ, τοπικ, τελων, κοινοτικ, λαθρεμπορι, δημαρχ, εμπορι, νομοθεσι, ελεγ, ελλην, εκσυγχρονισμ, επιχειρης, εφορι, πολιτ, αξι"
φωτιαδης χρηστου ηλιας,"μετεγγραφ, παιδει, εκπαιδευς, περιφερει, ακαδημαικ, τριτοβαθμι, αυξης, δαπαν, οικονομικ, πανεπιστημιακ, φοιτητ, ημαθι, νε, φορολογικ, σπουδαστ, ποσοστ, διακυβερνης, επιτελ, τμηματ, αξιοπιστ"
φωτιος-φανουριος κουβελης,"εργ, πλακιωτακ, προεβ, τεχνικ, εσοθ, διακλαδικ, βεβαιωσω, προδιαγραφ, αξιολογης, ναυτιλι, τευχ, συγκροτηθηκ, ασφαλει, ταμει, περιττ, υπευθυν, αποτελ, κεκτ, τεθ, απαντ"
φωτιου βασιλειου θεανω,"μητσοτακ, επιδοματ, μητερ, παιδι, επιδομ, γευματ, δημ, 2015, βρεφονηπιακ, διακοσι, πιτ, κοινωνικ, κρατ, ελστατ, σταθμ, στεγ, εκατον, βρεφικ, θες, προνοι"
χαιδος ιωαννη χρηστος,"αναφερετα, φαρμακευτικ, νοσοκομει, γιατρ, υποτροφι, δασικ, φαρμακ, προυπολογισμ, πατριδ, ερυθρ, ρουσφετολογικ, διαφωνω, ρυθμις, καταψηφιζουμ, εκτας, υπερψηφιζουμ, σελιδ, κλινικ, σταυρ, εφημερευς"
χαιτιδης δημητριου ευγενιος,"γνωστ, τουρκι, εναντιον, αποδεικνυ, ταμιευτηρ, οτσαλ, νοσοκομει, εργοδοτ, προσωπικ, χρηματιστηρι, εργαζ, βλεπω, υδατ, τουρκ, ντιλ, παγγαι, σιδηροκαστρ, ελληνικ, παπαγεωργι, πορισματ"
χαλβατζης εμμανουηλ σπυριδων,"φαρμακ, εξοπλιστικ, δημοκρατι, εργαζ, ασφαλιστικ, νατοικ, γιατρ, αντιλαικ, ιμπεριαλιστικ, υποβρυχι, νε, λαικ, λα, προγραμματ, παλ, πασοκ, ναυπηγει, μιζ, στοκαρισμ, νατ"
χαλκιδης γεωργιου μιχαηλ,"μνημει, μνημ, αρχαιοτητ, αναστηλως, αρχαιολογικ, ωρομισθι, βεροι, μουσει, συντηρητ, συντηρης, αρχαιολογ, εφορι, προστασι, κτιρι, ναους, λογω, βυζαντιν, απορροφηθ, κτισματ, ανασκαφικ"
χαρακοπουλος παντελη μαξιμος,"επαναδιαπραγματευς, μεσοπροθεσμ, δρομ, αποτυχι, μετρ, μνημονι, οικονομικ, δος, αγροτ, επανεκκινης, οικονομι, αντοχ, προυπολογισμ, διαχειρισιμ, κρις, πασοκ, γενναι, αγροτικ, πολιτ, βανδαλισμ"
χαραλαμπιδου δημητριου δεσποινα,"βαγεν, τσανακ, μαντ, συριζα, βακ, μπαλαουρ, χατζησαββ, κοψαχειλ, αναγνωστοπουλ, νικητ, ανν, φωτειν, αλεξανδρ, κακλαμαν, αυγ, γραμματε, χρυς, χρηστ, ακολουθης, ακολουθ"
χαραλαμπους μιχαηλ χαραλαμπος,"φοιτητ, αντιλαικ, υγει, εμβολι, ντιρεκτιβ, κερκυρ, συγχρον, εστι, δωρε, ταμει, κομμουνιστ, μειωσατ, ουσιαστικ, πασοκ, λα, ελληνικ, φοιτητικ, εργαζ, ιονι, εβδομηντα"
χαραλαμπους νικολαου ιωαννης,"σφραγιδ, λεωφορει, ανταλλακτικ, τηλεπικοινωνι, δορυφορικ, υπομηχανικ, απεργι, συγκοινωνι, 27, παραβιας, αμαξοστασι, αποθηκ, γελατ, ειρηνοδικ, 12, φιλ, μηχανικ, δραχμ, ακαθοριστ, καικοινωνικ"
χατζηγακης μιχαηλ σωτηριος,"04, κατεθες, λασιθι, καρχιμακ, αναφορ, ζητ, μιχαλ, υπ, εγγραφ, 2004, ακολουθ, απαντης, δοθηκ, σχετικ, ανωτερω, μελετ, αποκεντρως, δημ, ιωανν, δημοσιευμ"
χατζηδακης ιωαννη κωνσταντινος (κωστης),"οργανισμ, ετε, ισοσκελις, τραπεζ, πλατφορμ, προυπολογισμ, ολυμπιακ, επενδυς, ρητορικ, καταλαβαινω, αγορ, ακραι, ευρωπ, επενδυτ, οος, επαναλαμβανω, reding, αμειφθηκ, κατακεραυνωνατ, προβαλαμ"
