member_name,top_keywords
φιλης αριστοτελη νικολαος,"εκπαιδευς, επαγγελματικ, αναγνωρις, αιτιολογ, προσοντ, σχολει, εκπαιδευτικ, ευρωπαικ, μελ, 4061, κολεγι, φυτευτηκ, δημοσι, προτεραιοτητ, υπουλ, επαγγελματ, 126, μαχ, ενως, διαλυ"
φιλινη κωνσταντινου αννα,"λυρικ, κτηρι, σκην, βιβλιοθηκ, παρκ, υποστηριξω, μητροπολιτικ, φοβ, χωρ, εθνικ, οπερ, περιοχ, επισκεπτ, χωροθετης, μουσικ, μεγαρ, οπου, αθην, συχν, συμφωνης"
φιλιπποπουλος λεωνιδα αθανασιος,"κοινωνικοασφαλιστικ, προνοι, κοινωνικ, ασφαλιστικ, χωρ, πινακ, ασφαλις, δαπαν, μειως, δημοκρατι, αλληλοδιαδοχ, κυβερν, ανατιμης, χορ, γκρεμιζ, πολιτικ, δημοσι, διαψευς, παντ, υγει"
φλαμπουραρης γερασιμου αλεξανδρος,"επερωτης, κατατοπιστικ, ακλονητ, επεμεν, δημοκρατι, αβασιμ, αποδειχθηκ, ακουω, αναδειξ, επαιρν, πραγματικ, πτερυγ, πλην, νε, επισημανω, ξερ, εκλογ, πισω, απλως, σημεριν"
φλωρακης ιωαννη χαριλαος,"σαμαρ, 4652και, συμπορευθουμ, σωστ, δανει, αποδειχνετα, χωρισατ, διορθωνετ, επανορθως, συζητιοτ, ενεργει, διαπιστωνετ, πληροφορ, κανατ, επικαλεισθ, κωλυμ, τοποθετ, ομολογω, μαθουμ, διαψευς"
φλωριδης διαμαντη γεωργιος,"πολιτικ, χωρ, συνεδρι, καθισματ, φορολογι, ελεγκτικ, γυναικ, ενταλματ, διασως, παγκ, εκθες, λα, μεγαλ, ελληνικ, βρισι, δαπαν, χρ, πασχ, επενδυς, δημαρχιακ"
φλωρος νικολαου ιωαννης,"γνωμ, θεματ, υποχρεωτικ, συστας, σπουδαιοτητ, αιτιολογ, κοινωνικοοικονομικ, καθοριστ, ζητηθ, σχετιζοντα, κοινωνικ, γενικ, τυπικ, μιλα, εκφραζ, εργασιακ, ασφαλις, διατυπως, φορολογικ, υπουργικ"
φορτσακης πετρου θεοδωρος,"παιδει, ερευνητικ, εκπαιδευς, ερευν, ιδιωτικ, 4310, καθηγητ, αντικει, φοιτητ, σχολει, κεντρ, καταλογισμ, ρυθμις, εσεκ, επιλογ, μετακλης, εντελως, διγλωσς, ειδικ, μεγαλ"
φορτωμας αριστοτελη φιλιππος,"υδατοδρομι, υδροπλαν, επενδυς, υφιστα, πλαισι, νησι, νησιωτικ, παρον, απομακρυς, τονιζ, χωρ, παραθαλασσι, νομοθετικ, σημαντικ, περιοχ, φυσικ, στρατηγικ, μικρ, 2019, υπουργικ"
φουντας νικολαου παρασκευας,"τσιτουριδ, εξατομικευς, ρεκορ, πλειστηριασμ, γιορτιν, καταρριπτοντα, ακολουθησω, αναθεωρησουμ, αγν, αποδωσετ, βοσκοτοπ, εποχιακ, καταγομα, παγετ, παντα, αγροτικ, μεταφερω, μοχθ, απηντης, μονομερ"
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,ομορ
φουρας αθανασιου ανδρεας,"πρωτευους, πολιτιστικ, πατρ, πρωθυπουργ, πετραλι, ασχοληθ, βλαβην, διευθυνς, βρεθ, ανηκεστ, λογοτεχν, πλανωντα, βωβ, διοργανωσουμ, πολιτισμ, βραβει, κωφ, χαρηκ, αταξι, γελα"
φουσας γρηγοριου αντωνιος,"λιβαν, κτηνοτροφ, λουτρακι, ευθυν, παπανδρε, καζιν, ανακαλεσατ, επικαλεσθηκατ, δωδων, ανησυχ, βιομηχανι, κολιοκωστ, παραγνωριζω, νης, συμβουλ, ομορρυθμ, ποινικ, ηπειρωτ, πιστευετ, εγκαλουμ"
φραγγιδης σταυρου γεωργιος,"αεροδιακομιδ, αεροσκαφ, υγει, δωρ, νιαρχ, δωρε, εκαβ, σταυρ, κρις, αναγκ, υγειονομικ, εκτακτ, ελικοπτερ, παραλαβ, 30, πολεμικ, αεροπορι, 2020, χρης, πρωτοβουλι"
φραγκος αναστασιου δημητριος,"91, 1991, ακολουθ, κατεθες, φεβρουαρι, δοθηκ, αναφορ, αθην, ζητ, γυθει, σχετικ, καρδιτς, κοινοτητ, απαντης, κυθηρ, ειδικ, οικονομικ, πληροφορουμ, αποφας, ασφαλις"
φωλιας σωτηριου χρηστος,"ενεργειακ, επιχειρης, μετρ, σαραντα, αγορ, δρας, πολιτικ, ελλαδ, αισχροκερδει, οφελ, μικρ, τεδμ, αυξης, ακριβ, δημιουργι, παιζ, τοπ, κοστολογ, πρωτ, διαβεβαιωσω"
φωτιαδης γεωργιου παναγιωτης,"ολικως, μερικως, ανικαν, εργασι, εξυπακουετα, ασθενει, εικοστ, ατυχηματ, πλεονασμ, αλλως, μισθωτ, ικ, κριθ, ουτως, μιλαω, εργατικ, προνοι, οριστικ, πεμπτ, κλπ"
φωτιαδης δημοσθενη αποστολος,"τελωνειακ, χρηματιστηρι, αυτοδιοικης, αρμοδιοτητ, κωδικ, θρακ, τοπικ, τελων, κοινοτικ, λαθρεμπορι, δημαρχ, εμπορι, ελλην, νομοθεσι, ελεγ, επιχειρης, πολιτ, εκσυγχρονισμ, αξι, εφορι"
φωτιαδης χρηστου ηλιας,"μετεγγραφ, παιδει, εκπαιδευς, χωρ, ημαθι, περιφερει, ακαδημαικ, τριτοβαθμι, αυξης, δαπαν, οικονομικ, νε, πανεπιστημιακ, φοιτητ, φορολογικ, σπουδαστ, ποσοστ, διακυβερνης, επιτελ, τμηματ"
φωτιος-φανουριος κουβελης,"εργ, πλακιωτακ, προεβ, τεχνικ, εσοθ, διακλαδικ, βεβαιωσω, αξιολογης, προδιαγραφ, ναυτιλι, τευχ, ασφαλει, ταμει, συγκροτηθηκ, περιττ, αποτελ, υπευθυν, κεκτ, εθνικ, τεθ"
φωτιου βασιλειου θεανω,"μητσοτακ, επιδοματ, μητερ, παιδι, επιδομ, γευματ, δημ, 2015, κοινωνικ, βρεφονηπιακ, διακοσι, κρατ, πιτ, ελστατ, σταθμ, στεγ, εκατον, θες, βρεφικ, προνοι"
χαιδος ιωαννη χρηστος,"αναφερετα, φαρμακευτικ, νοσοκομει, γιατρ, υποτροφι, δασικ, φαρμακ, προυπολογισμ, πατριδ, ερυθρ, ρουσφετολογικ, ρυθμις, καταψηφιζουμ, διαφωνω, εκτας, υπερψηφιζουμ, σελιδ, χωρ, κλινικ, δημοσι"
χαικαλης γεωργιου παυλος,"300000, 86"
χαιτιδης δημητριου ευγενιος,"γνωστ, τουρκι, εναντιον, αποδεικνυ, ταμιευτηρ, νοσοκομει, οτσαλ, χωρ, εργοδοτ, προσωπικ, εργαζ, χρηματιστηρι, βλεπω, ελληνικ, υδατ, τουρκ, ντιλ, παγγαι, σιδηροκαστρ, πορισματ"
χαλβατζης εμμανουηλ σπυριδων,"φαρμακ, εξοπλιστικ, δημοκρατι, εργαζ, ασφαλιστικ, γιατρ, πολιτικ, αντιλαικ, νατοικ, νε, ιμπεριαλιστικ, υποβρυχι, λα, προγραμματ, λαικ, πασοκ, παλ, ναυπηγει, νατ, μιζ"
χαλκιδης γεωργιου μιχαηλ,"μνημει, μνημ, αρχαιοτητ, αναστηλως, αρχαιολογικ, ωρομισθι, βεροι, μουσει, συντηρητ, συντηρης, αρχαιολογ, εφορι, προστασι, χωρ, κτιρι, λογω, ναους, βυζαντιν, απορροφηθ, κτισματ"
χαρακοπουλος παντελη μαξιμος,"επαναδιαπραγματευς, μεσοπροθεσμ, πολιτικ, δρομ, αποτυχι, μετρ, οικονομικ, μνημονι, δος, αγροτ, χωρ, επανεκκινης, οικονομι, προυπολογισμ, αντοχ, κρις, διαχειρισιμ, πασοκ, πολιτ, αγροτικ"
χαραλαμπιδου δημητριου δεσποινα,"βαγεν, τσανακ, συριζα, μαντ, παππ, χατζησαββ, κοψαχειλ, μπαλαουρ, βακ, βαλαβαν, υποχρεωνετ, αναγνωστοπουλ, νικητ, βουτς, ανν, δεους, φωτειν, ολοκληρωσετ, δευτερολεπτ, εκκλης"
χαραλαμποπουλος γεωργιου ιωαννης,παντοτε
χαραλαμπος παμπουκης,"επιλεξετ, υπερασπιστικ, τακτικ, ελεγ, σημει"
χαραλαμπους μιχαηλ χαραλαμπος,"φοιτητ, αντιλαικ, υγει, εμβολι, ντιρεκτιβ, συγχρον, κερκυρ, ταμει, εστι, δωρε, κομμουνιστ, ουσιαστικ, μειωσατ, ελληνικ, πασοκ, λα, εργαζ, φοιτητικ, ιονι, εβδομηντα"
χαραλαμπους νικολαου ιωαννης,"σφραγιδ, λεωφορει, ανταλλακτικ, τηλεπικοινωνι, δορυφορικ, υπομηχανικ, απεργι, συγκοινωνι, παραβιας, 27, αμαξοστασι, αποθηκ, γελατ, ειρηνοδικ, 12, φιλ, μηχανικ, δραχμ, εγγραφ, καταληψ"
χατζηγακης μιχαηλ σωτηριος,"04, κατεθες, λασιθι, αναφορ, καρχιμακ, ζητ, μιχαλ, υπ, εγγραφ, ακολουθ, 2004, απαντης, σχετικ, δοθηκ, μελετ, ανωτερω, αποκεντρως, δημ, ιωανν, δημοσιευμ"
χατζηδακης διονυσιου διονυσιος,fraternite
χατζηδακης ιωαννη κωνσταντινος (κωστης),"οργανισμ, ετε, ισοσκελις, τραπεζ, πλατφορμ, προυπολογισμ, επενδυς, ολυμπιακ, ρητορικ, καταλαβαινω, χωρ, αγορ, ευρωπ, ακραι, ιδι, επενδυτ, επαναλαμβανω, οος, ελλαδ, reding"
χατζηδημητριου αλεξανδρου κωνσταντινος,"τρυπ, μαυρ, δραχμ, πολιτικ, λιτοτητ, εκατ, δημιουργηθηκ, κατευθυνς, αστειοτητ, βριζοντα, ενεργοποιηθειτ, επιζης, μονομαχ, προβληματισθειτ, σομαλ, σταθεροποιησουμ, τραστ, φαρδαιν, αμυν, οικονομι"
χατζηδημητριου γεωργιου τραιανος,"παναμ, οη, ηπ, εισβολ, τιμ, εοκ, χωρ, πολιτικ, σαμαρ, στας, αποχ, νοριεγκ, απελευθερως, ενεργει, διωρυγ, πετρελαιοειδ, πετρελαι, διεθν, καυσιμ, ναρκωτικ"
χατζηλαμπρου σαββα βασιλειος,"προεδρει, φερν, ευθυν"
χατζημιχαλης δημητριου νικολαος-φωτιος,"κατανομ, παραγωγ, κτηνιατρικ, αφθωδ, γαλακτοκομικ, στριφταρ, πυρετ, διατροφικ, χωρ, ποσοστως, υπηρεσι, επιτυχι, εγκεφαλοπαθει, σπογγωδ, ιδι, αναγνωρισετ, περιοδ, μεριμν, κριτηρι, αντιμετωπιστηκ"
